	text_id	text	task_1	task_2	task_3	punct_freq	misspell_count	noun_freq	propnoun_freq	adj_freq	verb_freq
0	text_id	text	task_1	task_2		0.0	0.0	1.0	0.0	0.0	0.0
1	hasoc_de_1	frank rennicke – ich bin stolz url url	NOT	NONE		0.02631578947368421	0.5	0.0	0.375	0.125	0.125
2	hasoc_de_2	ansehen.....und danach bitte teilen...teilen....teilen.... url	NOT	NONE		0.25806451612903225	0.5384615384615384	0.07692307692307693	0.07692307692307693	0.15384615384615385	0.15384615384615385
3	hasoc_de_3	#koeln mohamed erkennt kein deutsches recht sondern nur die #scharia an. das er den kölner dom kaputt machen wollte, war nur ein scherz aber wenn er aus dem knast rauskommt, hat er kein mitleid mehr. url	NOT	NONE		0.029556650246305417	0.38095238095238093	0.047619047619047616	0.07142857142857142	0.07142857142857142	0.09523809523809523
4	hasoc_de_4	#saudiarabien ist eine brutale islamische diktatur und richtete kürzlich fünf männer wegen ihre homosexualität hin. welche konsequenzen hat das für das verhältnis zu saudi-arabien nach meinung der bundesregierung? die antwort im video. url	NOT	NONE		0.02092050209205021	0.5405405405405406	0.24324324324324326	0.08108108108108109	0.05405405405405406	0.02702702702702703
5	hasoc_de_5	bundespolizei #münchen hat im 1. quartal 2019 rund 3.380 illegale einreisen registriert, die migranten stammten v. a. aus nigeria, afghanistan, serbien, albanien und der türkei - je ein drittel kam mit pkw bzw. per bahn, ein viertel mit dem bus #einreise  url	NOT	NONE		0.05019305019305019	0.34	0.14	0.16	0.06	0.08
6	hasoc_de_6	#1europafueralle oder wie es die #spd heute noch bildhafteter formuliert hat:    und willst du nicht mein bruder sein, so schlage ich dir denn schädel ein.    #jusos #nospd #baseballschläger  #niewiedersozialismus url	NOT	NONE		0.041474654377880185	0.38461538461538464	0.05128205128205128	0.1282051282051282	0.02564102564102564	0.05128205128205128
7	hasoc_de_7	#hannover: weil ihm die freizeitgestaltung und ihr umgang mit männern nicht passt, tritt und schlägt mustafa f. (26) auf seine ehemalige -nach islamischem recht- ehefrau alina (23) ein, rasiert ihr den schädel kahl - bruder wegen ähnlicher tat vor gericht  url	NOT	NONE		0.046153846153846156	0.3877551020408163	0.14285714285714285	0.12244897959183673	0.10204081632653061	0.08163265306122448
8	hasoc_de_8	#deutschland 2019: ort für die #eu-wahlparty der #afd wurde gerade gekündigt. vermieter und mieter wurden massiv von #linksextremisten bedroht. das gebäude wurde bereits am letzten wochenende beschmiert und es wurde damit gedroht, das gebäude zu beschädigen und autos anzuzünden.	NOT	NONE		0.035842293906810034	0.4375	0.14583333333333334	0.041666666666666664	0.0625	0.10416666666666667
9	hasoc_de_9	#innsbruck: tirolerin und türke knacken 2018 zahlreiche automaten bei auto-waschanlagen und tankstellen, anhand dort gefundener dna kommt heraus, dass der türke auch für vergewaltigung einer frau in innsbruck in der silvesternacht 2012 verantwortlich ist  url	NOT	NONE		0.019305019305019305	0.4358974358974359	0.20512820512820512	0.07692307692307693	0.1282051282051282	0.05128205128205128
